iter	AverageGain:top=10
1520	0.1154235145
1521	0.1154235145
1522	0.1154235145
1523	0.1154235145
1524	0.1154235145
1525	0.1154235145
1526	0.1154235145
1527	0.1154235145
1528	0.1154235145
1529	0.1154235145
1530	0.1154235145
1531	0.1155499368
1532	0.1155499368
1533	0.1155499368
1534	0.1155499368
1535	0.1155499368
1536	0.1155499368
1537	0.1155499368
1538	0.1155499368
1539	0.1155499368
1540	0.1155499368
1541	0.1155499368
1542	0.1155499368
1543	0.1155499368
1544	0.1154235145
1545	0.1154235145
1546	0.1154235145
1547	0.1154235145
1548	0.1154235145
1549	0.1154235145
1550	0.1154235145
1551	0.1154235145
1552	0.1155499368
1553	0.1155499368
1554	0.1155499368
1555	0.1155499368
1556	0.1155499368
1557	0.1155499368
1558	0.1155499368
1559	0.1155499368
1560	0.1155499368
1561	0.1155499368
1562	0.1155499368
1563	0.1155499368
1564	0.1155499368
1565	0.1155499368
1566	0.1155499368
1567	0.1155499368
1568	0.1155499368
1569	0.1155499368
1570	0.1155499368
1571	0.1155499368
1572	0.1155499368
1573	0.1155499368
1574	0.1155499368
1575	0.1155499368
1576	0.1155499368
1577	0.1155499368
1578	0.1155499368
1579	0.1155499368
1580	0.1155499368
1581	0.1155499368
1582	0.1155499368
1583	0.1155499368
1584	0.1155499368
1585	0.1155499368
1586	0.1155499368
1587	0.1155499368
1588	0.1155499368
1589	0.1155499368
1590	0.1155499368
1591	0.1155499368
1592	0.1155499368
1593	0.1155499368
1594	0.1155499368
1595	0.1155499368
1596	0.1155499368
1597	0.1155499368
1598	0.1155499368
1599	0.1155499368
1600	0.1155499368
1601	0.1155499368
1602	0.1155499368
1603	0.1155499368
1604	0.1155499368
1605	0.1155499368
1606	0.1155499368
1607	0.1155499368
1608	0.1155499368
1609	0.1155499368
1610	0.1155499368
1611	0.1155499368
1612	0.1155499368
1613	0.1155499368
1614	0.1155499368
1615	0.1155499368
1616	0.1155499368
1617	0.1155499368
1618	0.1155499368
1619	0.1155499368
1620	0.1155499368
1621	0.1155499368
1622	0.1155499368
1623	0.1155499368
1624	0.1155499368
1625	0.1155499368
1626	0.1155499368
1627	0.1155499368
1628	0.1155499368
1629	0.1155499368
1630	0.1155499368
1631	0.1155499368
1632	0.1155499368
1633	0.1155499368
1634	0.1155499368
1635	0.1155499368
1636	0.1155499368
1637	0.1155499368
1638	0.1155499368
1639	0.1155499368
1640	0.1155499368
1641	0.1155499368
1642	0.1155499368
1643	0.1155499368
1644	0.1155499368
1645	0.1155499368
1646	0.1155499368
1647	0.1155499368
1648	0.1155499368
1649	0.1155499368
1650	0.1155499368
1651	0.1155499368
1652	0.1155499368
1653	0.1155499368
1654	0.1155499368
1655	0.1155499368
1656	0.1155499368
1657	0.1155499368
1658	0.1155499368
1659	0.1155499368
1660	0.1155499368
1661	0.1155499368
1662	0.1155499368
1663	0.1155499368
1664	0.1155499368
1665	0.1155499368
1666	0.1155499368
1667	0.1155499368
1668	0.1155499368
1669	0.1155499368
1670	0.1155499368
1671	0.1155499368
1672	0.1155499368
1673	0.1155499368
1674	0.1155499368
1675	0.1155499368
1676	0.1155499368
1677	0.1155499368
1678	0.1155499368
1679	0.1155499368
1680	0.1155499368
1681	0.1155499368
1682	0.1155499368
1683	0.1155499368
1684	0.1155499368
1685	0.1155499368
1686	0.1155499368
1687	0.1155499368
1688	0.1155499368
1689	0.1155499368
1690	0.1155499368
1691	0.1155499368
1692	0.1155499368
1693	0.1155499368
1694	0.1155499368
1695	0.1155499368
1696	0.1155499368
1697	0.1155499368
1698	0.1155499368
1699	0.1155499368
1700	0.1155499368
1701	0.1155499368
1702	0.1155499368
1703	0.1155499368
1704	0.1155499368
1705	0.1155499368
1706	0.1155499368
1707	0.1155499368
1708	0.1155499368
1709	0.1155499368
1710	0.1155499368
1711	0.1155499368
1712	0.1155499368
1713	0.1155499368
1714	0.1155499368
1715	0.1155499368
1716	0.1155499368
1717	0.1155499368
1718	0.1155499368
1719	0.1155499368
1720	0.1155499368
1721	0.1155499368
1722	0.1155499368
1723	0.1155499368
1724	0.1155499368
1725	0.1155499368
1726	0.1155499368
1727	0.1155499368
1728	0.1155499368
1729	0.1155499368
1730	0.1155499368
1731	0.1155499368
1732	0.1155499368
1733	0.1155499368
1734	0.1155499368
1735	0.1155499368
1736	0.1155499368
1737	0.1155499368
1738	0.1155499368
1739	0.1155499368
1740	0.1155499368
1741	0.1155499368
1742	0.1155499368
1743	0.1155499368
1744	0.1155499368
1745	0.1155499368
1746	0.1155499368
1747	0.1155499368
1748	0.1155499368
1749	0.1155499368
1750	0.1155499368
1751	0.1155499368
1752	0.1155499368
1753	0.1155499368
1754	0.1155499368
1755	0.1155499368
1756	0.1155499368
1757	0.1155499368
1758	0.1155499368
1759	0.1155499368
1760	0.1155499368
1761	0.1155499368
1762	0.1155499368
1763	0.1155499368
1764	0.1155499368
1765	0.1155499368
1766	0.1155499368
1767	0.1155499368
1768	0.1155499368
1769	0.1155499368
1770	0.1155499368
1771	0.1155499368
1772	0.1155499368
1773	0.1155499368
1774	0.1155499368
1775	0.1155499368
1776	0.1155499368
1777	0.1155499368
1778	0.1155499368
1779	0.1155499368
1780	0.1155499368
1781	0.1155499368
1782	0.1155499368
1783	0.1155499368
1784	0.1155499368
1785	0.1155499368
1786	0.1155499368
1787	0.1155499368
1788	0.1155499368
1789	0.1155499368
1790	0.1155499368
1791	0.1155499368
1792	0.1155499368
1793	0.1155499368
1794	0.1155499368
1795	0.1155499368
1796	0.1155499368
1797	0.1155499368
1798	0.1155499368
1799	0.1155499368
1800	0.1155499368
1801	0.1155499368
1802	0.1155499368
1803	0.1155499368
1804	0.1155499368
1805	0.1155499368
1806	0.1155499368
1807	0.1155499368
1808	0.1155499368
1809	0.1155499368
1810	0.1155499368
1811	0.1155499368
1812	0.1155499368
1813	0.1155499368
1814	0.1155499368
1815	0.1155499368
1816	0.1155499368
1817	0.1155499368
1818	0.1155499368
1819	0.1155499368
1820	0.1155499368
1821	0.1155499368
1822	0.1155499368
1823	0.1155499368
1824	0.1155499368
1825	0.1155499368
1826	0.1155499368
1827	0.1155499368
1828	0.1155499368
1829	0.1155499368
1830	0.1155499368
1831	0.1155499368
1832	0.1155499368
1833	0.1155499368
1834	0.1155499368
1835	0.1155499368
1836	0.1155499368
1837	0.1155499368
1838	0.1155499368
1839	0.1155499368
1840	0.1155499368
1841	0.1155499368
1842	0.1155499368
1843	0.1155499368
1844	0.1155499368
1845	0.1155499368
1846	0.1155499368
1847	0.1155499368
1848	0.1155499368
1849	0.1155499368
1850	0.1155499368
1851	0.1155499368
1852	0.1155499368
1853	0.1155499368
1854	0.1155499368
1855	0.1155499368
1856	0.1155499368
1857	0.1155499368
1858	0.1155499368
1859	0.1155499368
1860	0.1155499368
1861	0.1155499368
1862	0.1155499368
1863	0.1155499368
1864	0.1155499368
1865	0.1155499368
1866	0.1155499368
1867	0.1155499368
1868	0.1155499368
1869	0.1155499368
1870	0.1155499368
1871	0.1155499368
1872	0.1155499368
1873	0.1155499368
1874	0.1155499368
1875	0.1155499368
1876	0.1155499368
1877	0.1155499368
1878	0.1155499368
1879	0.1155499368
1880	0.1155499368
1881	0.1155499368
1882	0.1155499368
1883	0.1155499368
1884	0.1155499368
1885	0.1155499368
1886	0.1155499368
1887	0.1155499368
1888	0.1155499368
1889	0.1155499368
1890	0.1155499368
1891	0.1155499368
1892	0.1155499368
1893	0.1155499368
1894	0.1155499368
1895	0.1155499368
1896	0.1155499368
1897	0.1155499368
1898	0.1155499368
1899	0.1155499368
1900	0.1155499368
1901	0.1155499368
1902	0.1155499368
1903	0.1155499368
1904	0.1155499368
1905	0.1155499368
1906	0.1155499368
1907	0.1155499368
1908	0.1155499368
1909	0.1155499368
1910	0.1155499368
1911	0.1155499368
1912	0.1155499368
1913	0.1155499368
1914	0.1155499368
1915	0.1155499368
1916	0.1155499368
1917	0.1155499368
1918	0.1155499368
1919	0.1155499368
1920	0.1155499368
1921	0.1155499368
1922	0.1155499368
1923	0.1155499368
1924	0.1155499368
1925	0.1155499368
1926	0.1155499368
1927	0.1155499368
1928	0.1155499368
1929	0.1155499368
1930	0.1155499368
1931	0.1155499368
1932	0.1155499368
1933	0.1155499368
1934	0.1155499368
1935	0.1155499368
1936	0.1155499368
1937	0.1155499368
1938	0.1155499368
1939	0.1155499368
1940	0.1155499368
1941	0.1155499368
1942	0.1155499368
1943	0.1155499368
1944	0.1155499368
1945	0.1155499368
1946	0.1155499368
1947	0.1155499368
1948	0.1155499368
1949	0.1155499368
1950	0.1155499368
1951	0.1155499368
1952	0.1155499368
1953	0.1155499368
1954	0.1155499368
1955	0.1155499368
1956	0.1155499368
1957	0.1155499368
1958	0.1155499368
1959	0.1155499368
1960	0.1155499368
1961	0.1155499368
1962	0.1155499368
1963	0.1155499368
1964	0.1155499368
1965	0.1155499368
1966	0.1155499368
1967	0.1155499368
1968	0.1155499368
1969	0.1155499368
1970	0.1155499368
1971	0.1155499368
1972	0.1155499368
1973	0.1155499368
1974	0.1155499368
1975	0.1155499368
1976	0.1155499368
1977	0.1155499368
1978	0.1155499368
1979	0.1155499368
1980	0.1155499368
1981	0.1155499368
1982	0.1155499368
1983	0.1155499368
1984	0.1155499368
1985	0.1155499368
1986	0.1155499368
1987	0.1155499368
1988	0.1155499368
1989	0.1155499368
1990	0.1155499368
1991	0.1155499368
1992	0.1155499368
1993	0.1155499368
1994	0.1155499368
1995	0.1155499368
1996	0.1155499368
1997	0.1155499368
1998	0.1155499368
1999	0.1155499368
